"Restaurant Name	",Business Vertical,Tags,Competitor,Opening Hours,City Code,City Name,Address,Country,lat,lng,Google_id,Google_reviews,Google_grade,Google_maps_url,phone,created_at,updated_at
Decathlon Iuliu Maniu,point_of_interest,"clothing_store,store,establishment",Tazz,09:30-21:30,BUC,București,"Militari Shopping, Bulevardul Iuliu Maniu 546-560, BucureÈ™ti 060032, Romania",Romania,44.4374934,25.9824193,ChIJWx3aReAAskARlpqtn0Vw_l8,4.5,7420,https://maps.google.com/?cid=6917089522021669526,+40 21 408 5000,27/07/2020 23:29:18,27/07/2020 23:29:18
Porto Gallo Pipera,restaurant,"food,point_of_interest,establishment",Tazz,10:00-20:30,BUC,București,"Șoseaua București Nord nr. 14, Voluntari 077190, Romania",Romania,44.4908585,26.1282017,ChIJr3kImNIDskARlEt_pfgEkko,4.5,272,https://maps.google.com/?cid=5373362771381406612,+40 31 425 2292,27/07/2020 23:29:19,27/07/2020 23:29:19
Cuibul Randunelelor,restaurant,"food,point_of_interest,establishment",Tazz,11:00-22:00,BUC,București,"Strada Focșani 38, București 052034, Romania",Romania,44.4091173,26.0657135,ChIJ100Sf5r_sUAROCFPvx4ewqU,3.7,883,https://maps.google.com/?cid=11944142279147462968,+40 21 424 4218,27/07/2020 23:29:21,27/07/2020 23:29:21
Trattoria Verdi Aviatorilor,restaurant,"food,point_of_interest,establishment",Tazz,10:30-22:00,BUC,București,"Bulevardul Aviatorilor 19, BucureÈ™ti, Romania",Romania,44.4614564,26.0855891,ChIJ5Y86pwUCskARDFh-fk_A-Lw,4.3,932,https://maps.google.com/?cid=13616844921011853324,+40 731 333 411,27/07/2020 23:29:22,27/07/2020 23:29:22
Colt de Rai,school,"point_of_interest,establishment",Tazz,11:00-22:00,BUC,București,"Strada Gârleni 10, București 061654, Romania",Romania,44.4178217,26.047731,ChIJD12MWSkAskARz_LX3V5c3r8,5,6,https://maps.google.com/?cid=13825589468592599759,+40 376 203 273,27/07/2020 23:29:25,27/07/2020 23:29:25
Coffee Up,cafe,"bar,restaurant,food,point_of_interest,store,establishment",Tazz,10:00-19:00,BUC,București,"Bulevardul Regina Elisabeta Nr. 9, BucureÈ™ti 030016, Romania",Romania,44.434678,26.0999573,ChIJWebrPT7_sUAR6liI-ZmB1UQ,4.6,127,https://maps.google.com/?cid=4960013062934911210,+40 751 287 982,27/07/2020 23:29:27,27/07/2020 23:29:27
Cetatea din Alep,restaurant,"food,point_of_interest,establishment",Tazz,10:30-21:30,BUC,București,"Șoseaua Colentina 373, București 021192, Romania",Romania,44.473174,26.153843,ChIJ10t1cff4sUARmDRwGNizgoI,4.4,404,https://maps.google.com/?cid=9404276712607331480,+40 729 806 280,27/07/2020 23:29:28,27/07/2020 23:29:28
Ciorbe si placinte Iancu de Hunedoara,restaurant,"food,point_of_interest,establishment",Tazz,10:00-19:45,BUC,București,"Bulevardul Iancu de Hunedoara 64, București, Romania",Romania,44.4527339,26.0982641,ChIJAQCQYKz4sUARn30SR_8-hCA,3.9,28,https://maps.google.com/?cid=2343066972269477279,+40 760 896 096,27/07/2020 23:29:30,27/07/2020 23:29:30
Restaurant Mode,restaurant,"food,point_of_interest,establishment",Tazz,10:00-22:00,BUC,București,"Strada Traian 9, Otopeni 075100, Romania",Romania,44.5506424,26.0718899,ChIJN39SeqMcskARLJ7LAP-g6fs,4.3,153,https://maps.google.com/?cid=18152216790183943724,+40 744 850 829,27/07/2020 23:29:31,27/07/2020 23:29:31
Dristor Kebap Delivery - Sun Plaza,restaurant,"food,point_of_interest,establishment",Tazz,10:00-21:30,BUC,București,"Calea Văcărești 391, București 040055, Romania",Romania,44.3959297,26.1221195,ChIJ8wOT5lz-sUAR3PUoo4yboCU,3.5,117,https://maps.google.com/?cid=2711338004012135900,+40 21 780 7007,27/07/2020 23:29:34,27/07/2020 23:29:34
Chopstix Ready to Box Orhideea,restaurant,"food,point_of_interest,establishment",Tazz,11:00-20:00,BUC,București,"Șoseaua Orhideelor 4, București, Romania",Romania,44.4455671,26.0625702,ChIJ44FVGe8BskARsdNm3nIeEYE,2.2,43,https://maps.google.com/?cid=9300248184203170737,+40 372 773 323,27/07/2020 23:29:36,27/07/2020 23:29:36
Burgr factory Dacia,restaurant,"food,point_of_interest,establishment",Tazz,10:00-22:00,BUC,București,"Bulevardul Dacia nr 20, BucureÈ™ti 010412, Romania",Romania,44.4466372,26.095527,ChIJu38MWf__sUAR5S944h52KbI,3.6,270,https://maps.google.com/?cid=12837922087816933349,+40 740 005 030,27/07/2020 23:29:37,27/07/2020 23:29:37
Primus,restaurant,"bar,food,point_of_interest,establishment",Tazz,10:00-21:30,BUC,București,"Strada George Enescu 3, București 010301, Romania",Romania,44.44216,26.094503,ChIJ3c_z5k__sUARO8loIyBwmG4,4.5,1814,https://maps.google.com/?cid=7969242823967426875,+40 732 222 666,27/07/2020 23:29:38,27/07/2020 23:29:38
Gyros Thessalonikis Chitilei,restaurant,"food,point_of_interest,establishment",Tazz,10:00-22:00,BUC,București,"Șoseaua Chitilei 339, București, Romania",Romania,44.4894803,26.0116358,ChIJ4Shg_48DskARTgWwqUkc_cI,4.5,157,https://maps.google.com/?cid=14050417515170891086,+40 770 289 297,27/07/2020 23:29:41,27/07/2020 23:29:41
Porto Gallo Victoriei,restaurant,"food,point_of_interest,establishment",Tazz,10:30-20:30,BUC,București,"Strada Buzești 59, București 011013, Romania",Romania,44.4495654,26.0830618,ChIJJwXebf4BskARAIGsNvKATj4,4.2,294,https://maps.google.com/?cid=4489667656322679040,+40 746 179 999,27/07/2020 23:29:42,27/07/2020 23:29:42
La Ciorbe,restaurant,"food,point_of_interest,establishment",Tazz,11:00-22:00,BUC,București,"Bulevardul Ion C. Brătianu 44, București 030167, Romania",Romania,44.4296147,26.1034006,ChIJwZY3nxH_sUARN_20DjIFjNM,4.2,24,https://maps.google.com/?cid=15243564551295532343,+40 759 778 889,27/07/2020 23:29:43,27/07/2020 23:29:43
Arc Bakery,restaurant,"bakery,food,point_of_interest,store,establishment",Tazz,10:00-18:00,BUC,București,"In Incinta Comitetului Sportiv Roman, Bulevardul Mărăști 20A, București 011468, Romania",Romania,44.4680556,26.0766667,ChIJjzE0-hYCskARMAKxwAciJGU,4.5,358,https://maps.google.com/?cid=7287987513685246512,+40 749 788 788,27/07/2020 23:29:44,27/07/2020 23:29:44
Bacania Companion,bakery,"grocery_or_supermarket,food,point_of_interest,store,establishment",Tazz,08:30-19:00,BUC,București,"Șoseaua Mihai Bravu 199A, București 021323, Romania",Romania,44.4340915,26.1381891,ChIJm95l69b-sUAR1N3OIr8J5pU,4.5,118,https://maps.google.com/?cid=10801331472822099412,+40 747 318 157,27/07/2020 23:29:45,27/07/2020 23:29:45
Becker Brau,restaurant,"food,point_of_interest,establishment",Tazz,11:00-22:00,BUC,București,"Calea Rahovei 157A, București 050892, Romania",Romania,44.4210781,26.0862537,ChIJcboGmTL_sUAR-zRee7Z6zcM,4.4,540,https://maps.google.com/?cid=14109068131794040059,+40 736 007 005,27/07/2020 23:29:47,27/07/2020 23:29:47
Beraria Centrala,restaurant,"food,point_of_interest,establishment",Tazz,11:00-21:45,BUC,București,"Strada Nerva Traian 2, BucureÈ™ti 030167, Romania",Romania,44.4243045,26.1186865,ChIJk6XI0eX_sUARxcyNxKn_6II,4.5,193,https://maps.google.com/?cid=9433070524139687109,+40 748 585 959,27/07/2020 23:29:48,27/07/2020 23:29:48
Beraria Park 2,restaurant,"food,point_of_interest,establishment",Tazz,10:00-22:00,BUC,București,"Bulevardul Basarabia 37-39, București 022114, Romania",Romania,44.4336532,26.1503721,ChIJx_-KyM3-sUARud8H1Bp_egM,3.8,979,https://maps.google.com/?cid=250652482475646905,+40 741 267 224,27/07/2020 23:29:50,27/07/2020 23:29:50
Bio Bio Gelato,restaurant,"food,point_of_interest,establishment",Tazz,10:00-22:00,BUC,București,"Strada Constantin Dobrogeanu Gherea 137, BucureÈ™ti 013763, Romania",Romania,44.4987982,26.068148,ChIJzatNk_0DskARlSyxANX_pPE,5,8,https://maps.google.com/?cid=17412323349625908373,+40 729 119 911,27/07/2020 23:29:51,27/07/2020 23:29:51
Bucataria lu` Peste,restaurant,"food,point_of_interest,establishment",Tazz,11:00-21:45,BUC,București,"Parc IOR, BucureÈ™ti 030494, Romania",Romania,44.4235871,26.153641,ChIJuQVXAEf_sUARfCEDVJ62qJ0,2,12,https://maps.google.com/?cid=11360530851172655484,+40 747 916 846,27/07/2020 23:29:53,27/07/2020 23:29:53
Burger Show Domenii,restaurant,"food,point_of_interest,establishment",Tazz,10:30-21:30,BUC,București,"Strada Alexandru Constantinescu 3, BucureÈ™ti 011471, Romania",Romania,44.4665388,26.067094,ChIJc_buEUEDskAR0rAz5KYc8ag,4.2,95,https://maps.google.com/?cid=12173542770877903058,+40 735 890 834,27/07/2020 23:29:54,27/07/2020 23:29:54
Burger UNO.,restaurant,"food,point_of_interest,establishment",Tazz,11:00-22:00,BUC,București,"Bulevardul Nicolae Bălcescu 34, București 030167, Romania",Romania,44.4400686,26.1003573,ChIJF4jnarf_sUARDk_umf7r6lo,0,0,https://maps.google.com/?cid=6551308086700560142,+40 747 543 950,27/07/2020 23:29:55,27/07/2020 23:29:55
Ciccio Pizza,meal_delivery,"restaurant,food,point_of_interest,establishment",Tazz,11:00-18:30,BUC,București,"Strada Henri Coandă 28, București 010668, Romania",Romania,44.4477751,26.0925424,ChIJb5an8lP_sUARpQhiiz4-_2U,4.5,13,https://maps.google.com/?cid=7349661555239291045,+40 745 515 510,27/07/2020 23:29:56,27/07/2020 23:29:56
Conacul Nobil Decebal,restaurant,"food,point_of_interest,establishment",Tazz,11:00-22:00,BUC,București,"nr., Bulevardul Decebal 12, BucureÈ™ti, Romania",Romania,44.428572,26.133468,ChIJF7Nuctn-sUARXgueKlHtjYs,4.2,675,https://maps.google.com/?cid=10055954475851320158,+40 725 093 474,27/07/2020 23:29:58,27/07/2020 23:29:58
Conacul Nobil Pache,restaurant,"food,point_of_interest,establishment",Tazz,11:00-22:00,BUC,București,"Bulevardul Pache Protopopescu 38, BucureÈ™ti 030167, Romania",Romania,44.4388275,26.1212731,ChIJbb5b4zH_sUARYZ4PIqvScsM,4.2,731,https://maps.google.com/?cid=14083550617193651809,+40 737 851 103,27/07/2020 23:29:59,27/07/2020 23:29:59
Decathlon Pallady,point_of_interest,"store,establishment",Tazz,09:30-21:30,BUC,București,"Bulevardul Theodor Pallady 51, BucureÈ™ti 032258, Romania",Romania,44.4069905,26.2030686,ChIJeZhv5Gr8sUARRGSS9eefAGs,4.5,9551,https://maps.google.com/?cid=7710338380664562756,+40 31 102 0650,27/07/2020 23:30:00,27/07/2020 23:30:00
El Pato,restaurant,"food,point_of_interest,establishment",Tazz,10:30-22:00,BUC,București,"Strada Dionisie Lupu 48, BucureÈ™ti 020022, Romania",Romania,44.4426039,26.1020163,ChIJu8FXMkn_sUARKY79t7kLZpc,4.5,731,https://maps.google.com/?cid=10909420039635308073,+40 730 344 810,27/07/2020 23:30:02,27/07/2020 23:30:02
La Casa Restaurant,bar,"restaurant,food,point_of_interest,establishment",Tazz,11:00-21:00,BUC,București,"NO 877/1/2&amp;895/19/20, Amrutha Engineering collage road Near ICICI BANK,OPP URBAN SPECS, Off Sarjapur Rd, Kasavanahalli, Karnataka 560035, India",Romania,12.9041332,77.6758375,ChIJFWKvqmwTrjsRgu5YOEqOaRg,4,5755,https://maps.google.com/?cid=1759093578888965762,+91 80 4680 8965,27/07/2020 23:30:05,27/07/2020 23:30:05
La o ciorba in Popa Tatu,restaurant,"food,point_of_interest,establishment",Tazz,11:00-17:00,BUC,București,"Strada Popa Tatu nr 10, București 010801, Romania",Romania,44.4403713,26.0863388,ChIJbyZGbr3_sUARAanLh08NQ2Q,4.8,5,https://maps.google.com/?cid=7224632862464256257,+40 744 586 009,27/07/2020 23:30:07,27/07/2020 23:30:07
Latin Pizza Centrul Vechi,restaurant,"food,point_of_interest,establishment",Tazz,09:30-22:00,BUC,București,"Bulevardul Ion C. Brătianu 34, București 030167, Romania",Romania,44.4319905,26.1032729,ChIJeXVUAz__sUARYnlE79pUz6U,4.5,2054,https://maps.google.com/?cid=11947861635731061090,+40 746 909 189,27/07/2020 23:30:11,27/07/2020 23:30:11
Latin Pizza DorobanÃˆâ€ºi,restaurant,"food,point_of_interest,establishment",Tazz,09:30-22:00,BUC,București,"Bulevardul Ion C. Brătianu 34, București 030167, Romania",Romania,44.4319905,26.1032729,ChIJeXVUAz__sUARYnlE79pUz6U,4.5,2054,https://maps.google.com/?cid=11947861635731061090,+40 746 909 189,27/07/2020 23:30:12,27/07/2020 23:30:12
Leonidas,food,"point_of_interest,store,establishment",Tazz,09:00-17:00,BUC,București,"Strada Doamnei 27, BucureÈ™ti 030052, Romania",Romania,44.4336075,26.1024266,ChIJDxd1Rj__sUARj12dqT9zsK4,4.5,310,https://maps.google.com/?cid=12587687675766332815,+40 723 720 306,27/07/2020 23:30:14,27/07/2020 23:30:14
Manufaktura Baneasa,cafe,"food,point_of_interest,establishment",Tazz,10:00-21:00,BUC,București,"Șoseaua București-Ploiești 42D, București 015011, București 013685, Romania",Romania,44.5085741,26.0898381,ChIJyyRzL90DskARhb6cvIS8hUs,5,7,https://maps.google.com/?cid=5441963003033206405,+40 742 146 499,27/07/2020 23:30:15,27/07/2020 23:30:15
Manufaktura Mega Mall,restaurant,"food,point_of_interest,establishment",Tazz,10:00-21:00,BUC,București,"Bulevardul Pierre de Coubertin 3-5, BucureÈ™ti 021901, Romania",Romania,44.442942,26.1520979,ChIJnafyky75sUARGeliLlugGDg,4.4,1374,https://maps.google.com/?cid=4042156979045722393,+40 742 146 499,27/07/2020 23:30:16,27/07/2020 23:30:16
Manufaktura Promenada,restaurant,"cafe,food,point_of_interest,establishment",Tazz,09:00-21:00,BUC,București,"Calea Floreasca 246B, BucureÈ™ti, Romania",Romania,44.4783174,26.1039328,ChIJHY6EoHACskARXPn7feufpu8,4.5,584,https://maps.google.com/?cid=17268665654978541916,+40 742 146 499,27/07/2020 23:30:18,27/07/2020 23:30:18
Manufaktura Victoriei,cafe,"food,point_of_interest,establishment",Tazz,09:00-21:00,BUC,București,"Bulevardul Aviatorilor 8A, BucureÈ™ti 011861, Romania",Romania,44.4537774,26.0865899,ChIJGxpFRgACskAR5TuIeS9zGoQ,4.6,504,https://maps.google.com/?cid=9519047410140593125,+40 742 146 499,27/07/2020 23:30:19,27/07/2020 23:30:19
Mikflorar,florist,"point_of_interest,store,establishment",Tazz,09:00-17:00,BUC,București,"Strada Tipografilor 11, BucureÈ™ti, Romania",Romania,44.4836695,26.0724863,ChIJOZ3YfkUCskARD-AxZ3DwY2A,4.6,10,https://maps.google.com/?cid=6945659415893762063,+40 745 075 902,27/07/2020 23:30:20,27/07/2020 23:30:20
Noblesse,tourist_attraction,"point_of_interest,establishment",Tazz,11:00-21:00,BUC,București,"Strada Sfinților 7, București 030167, Romania",Romania,44.4355974,26.1079185,ChIJiy87pjn_sUARY0_PSj0YU1s,4.7,334,https://maps.google.com/?cid=6580630132045598563,+40 749 232 311,27/07/2020 23:30:22,27/07/2020 23:30:22
Pizza Volante,meal_delivery,"food,point_of_interest,establishment",Tazz,10:00-22:00,BUC,București,"Strada Cernișoara 151, București 077042, Romania",Romania,44.4458461,26.0288453,ChIJM0u4PqIBskARRALpvWaMOyk,4.5,73,https://maps.google.com/?cid=2971122752081691204,+40 738 592 129,27/07/2020 23:30:23,27/07/2020 23:30:23
Poli gara de nord,restaurant,"food,point_of_interest,establishment",Tazz,11:00-20:00,BUC,București,"Piața Gării de Nord 1-3, București 010858, Romania",Romania,44.4468047,26.0758932,ChIJGYoHhpABskARGZnDRefDU-Q,4.5,8,https://maps.google.com/?cid=16452709261789862169,+40 748 188 563,27/07/2020 23:30:25,27/07/2020 23:30:25
Poli Iancului,meal_takeaway,"restaurant,food,point_of_interest,establishment",Tazz,10:00-20:00,BUC,București,"Metrou Iancului, Sector 2, BucureÈ™ti 021401, Romania",Romania,44.4410244,26.1333214,ChIJkX40oFf_sUARKOkPUshE_4Q,4.5,17,https://maps.google.com/?cid=9583454159228627240,+40 748 188 562,27/07/2020 23:30:26,27/07/2020 23:30:26
Poli Piata Gorjului,hospital,"dentist,health,point_of_interest,establishment",Tazz,10:00-21:00,BUC,București,"Strada Dezrobirii 13, BucureÈ™ti 077042, Romania",Romania,44.4356558,26.0208989,ChIJ95G09K4BskARAtkHqSYp0pc,2.3,75,https://maps.google.com/?cid=10939851690857715970,+40 21 434 8003,27/07/2020 23:30:28,27/07/2020 23:30:28
Provence Iancului,restaurant,"food,point_of_interest,establishment",Tazz,10:30-22:00,BUC,București,"Strada Avrig nr 76, BucureÈ™ti 021567, Romania",Romania,44.442677,26.1328285,ChIJr1ZPXtP4sUAR44-RNvfOEpI,4.2,639,https://maps.google.com/?cid=10525702840286023651,+40 735 744 444,27/07/2020 23:30:30,27/07/2020 23:30:30
Restaurant BBQ La Jar,restaurant,"food,point_of_interest,establishment",Tazz,11:00-21:45,BUC,București,"Șoseaua Iancului 44, București 021718, Romania",Romania,44.4416288,26.1382456,ChIJrdhJa9X4sUARe0LMSQGcvcI,4.4,279,https://maps.google.com/?cid=14032543543303357051,+40 733 890 550,27/07/2020 23:30:31,27/07/2020 23:30:31
Retro Pub,bar,"restaurant,food,point_of_interest,establishment",Tazz,10:00-18:00,BUC,București,"Intrarea Depoului 4, BucureÈ™ti 021113, Romania",Romania,44.4532595,26.1200103,ChIJKwim37f4sUARauRY9ule6ac,4.6,288,https://maps.google.com/?cid=12099306232860959850,+40 733 406 926,27/07/2020 23:30:33,27/07/2020 23:30:33
Retro Pub Rock`N Beer,bar,"restaurant,food,point_of_interest,establishment",Tazz,10:00-18:00,BUC,București,"Intrarea Depoului 4, BucureÈ™ti 021113, Romania",Romania,44.4532595,26.1200103,ChIJKwim37f4sUARauRY9ule6ac,4.6,288,https://maps.google.com/?cid=12099306232860959850,+40 733 406 926,27/07/2020 23:30:34,27/07/2020 23:30:34
Rotiseria Halal,restaurant,"food,point_of_interest,establishment",Tazz,10:00-22:00,BUC,București,"Șoseaua Colentina 305, București, Romania",Romania,44.470695,26.148783,ChIJg46ZHvH4sUARwgp1uDN5inU,4.2,43,https://maps.google.com/?cid=8469715312268610242,+40 766 348 357,27/07/2020 23:30:36,27/07/2020 23:30:36
"Sensiblu 1 Decembrie 33A, C32Bis",pharmacy,"health,point_of_interest,store,establishment",Tazz,09:00-20:30,BUC,București,"Bulevardul 1 Decembrie 1918, Nr. 33A, sp. C 32 Bis, BucureÈ™ti 032465, Romania",Romania,44.4226782,26.1790892,ChIJ5T3z3pn_sUAR5_y2mFIPbks,0,0,https://maps.google.com/?cid=5435298647706631399,+40 738 750 433,27/07/2020 23:30:37,27/07/2020 23:30:37
Sensiblu Alexandriei 152,pharmacy,"health,point_of_interest,store,establishment",Tazz,09:00-19:30,BUC,București,"Soseaua Alexandriei, Nr. 152, Cora Alexandriei spatiul nr GF35, BucureÈ™ti 077025, Romania",Romania,44.3990673,26.0444459,ChIJo0ELyqf_sUARcVgA5OeMepY,0,0,https://maps.google.com/?cid=10843133980438452337,+40 739 860 110,27/07/2020 23:30:39,27/07/2020 23:30:39
"Sensiblu Brancoveanu 114, bl M1",pharmacy,"health,point_of_interest,store,establishment",Tazz,09:00-21:30,BUC,București,"Bulevardul Constantin Brâncoveanu Nr. 114, București 041445, Romania",Romania,44.386538,26.109996,ChIJUeiQtTj-sUARgyAalpeBRcM,3.9,18,https://maps.google.com/?cid=14070795098847322243,+40 726 301 258,27/07/2020 23:30:40,27/07/2020 23:30:40
Sensiblu Brasov 25,pharmacy,"health,point_of_interest,store,establishment",Tazz,09:00-20:30,BUC,București,"Strada Brașov 25, București, Romania",Romania,44.4173024,26.0359186,ChIJDakdZDAAskARc98qwt7OxWk,2.6,7,https://maps.google.com/?cid=7621725400530083699,+40 731 789 778,27/07/2020 23:30:42,27/07/2020 23:30:42
Sensiblu Buc-Ploiesti 44,pharmacy,"health,point_of_interest,store,establishment",Tazz,09:00-21:30,BUC,București,"Centrul Com. Feeria, Șoseaua București-Ploiești Nr. 44, București 015012, Romania",Romania,44.5088681,26.088848,ChIJLXSx0-YCskARsekkW3xacKo,2.6,18,https://maps.google.com/?cid=12281415673990932913,+40 720 022 972,27/07/2020 23:30:44,27/07/2020 23:30:44
Sensiblu Bucurestii Noi 50B,pharmacy,"health,point_of_interest,store,establishment",Tazz,09:00-20:30,BUC,București,"Bulevardul Bucureștii Noi 62, București 012365, Romania",Romania,44.4842853,26.0401498,ChIJoarCDLgDskARaJSbsRJGK8Q,3.9,7,https://maps.google.com/?cid=14135468901535552616,+40 728 188 177,27/07/2020 23:30:45,27/07/2020 23:30:45
Sensiblu Carrefour 1,pharmacy,"health,point_of_interest,store,establishment",Tazz,09:00-21:30,BUC,București,"Șoseaua Colentina Nr. 426, București 021195, Romania",Romania,44.474674,26.1607929,ChIJEyUn_u34sUARraVpsOwWJ00,3.3,23,https://maps.google.com/?cid=5559437470839973293,+40 726 301 321,27/07/2020 23:30:47,27/07/2020 23:30:47
Sensiblu Carrefour Corbeanca,pharmacy,"health,point_of_interest,store,establishment",Tazz,09:00-21:30,BUC,București,"Șoseaua Colentina Nr. 426, București 021195, Romania",Romania,44.474674,26.1607929,ChIJEyUn_u34sUARraVpsOwWJ00,3.3,23,https://maps.google.com/?cid=5559437470839973293,+40 726 301 321,27/07/2020 23:30:48,27/07/2020 23:30:48
Sensiblu Colentina 426-426A,pharmacy,"health,point_of_interest,store,establishment",Tazz,09:00-20:30,BUC,București,"Șoseaua Colentina Nr. 426, București 021195, Romania",Romania,44.474674,26.1607929,ChIJEyUn_u34sUARraVpsOwWJ00,3.3,23,https://maps.google.com/?cid=5559437470839973293,+40 726 301 321,27/07/2020 23:30:49,27/07/2020 23:30:49
"Sensiblu Constructorilor 16A,",pharmacy,"health,point_of_interest,store,establishment",Tazz,09:00-20:30,BUC,București,"Bulevardul Constructorilor Nr. 16A, BucureÈ™ti 060511, Romania",Romania,44.4577449,26.040988,ChIJvzONHJoBskARqhfK_fgd8gs,0,0,https://maps.google.com/?cid=860783434028160938,+40 725 683 528,27/07/2020 23:30:51,27/07/2020 23:30:51
Sensiblu Ferentari 62,pharmacy,"health,point_of_interest,store,establishment",Tazz,09:00-20:30,BUC,București,"Calea, Calea Ferentari Nr. 62, BucureÈ™ti 052034, Romania",Romania,44.4066577,26.0793144,ChIJUQIbsVj_sUARtLgaMLqhJcA,1,1,https://maps.google.com/?cid=13845650450463504564,+40 799 401 018,27/07/2020 23:30:52,27/07/2020 23:30:52
"Sensiblu Grigorescu 20, Bl CA14",pharmacy,"health,point_of_interest,store,establishment",Tazz,09:00-21:30,BUC,București,"Bulevardul Nicolae Grigorescu, Nr. 20, Bloc CA14, BucureÈ™ti 030453, Romania",Romania,44.429643,26.161923,ChIJL8sbVEP_sUARdC6xL-ZyhHs,3.3,39,https://maps.google.com/?cid=8900365096559128180,+40 720 022 808,27/07/2020 23:30:53,27/07/2020 23:30:53
Sensiblu Maniu 560 A,pharmacy,"health,point_of_interest,store,establishment",Tazz,09:00-21:30,BUC,București,"Bulevardul Iuliu Maniu 55, BucureÈ™ti 061344, Romania",Romania,44.4338889,26.0308333,ChIJKc12LrEBskARxf1teI21_k0,4.4,14,https://maps.google.com/?cid=5620129004220448197,+40 21 430 2744,27/07/2020 23:30:55,27/07/2020 23:30:55
Sensiblu Nicolae G.Caramfil 85A,pharmacy,"health,point_of_interest,store,establishment",Tazz,09:00-19:30,BUC,București,"Strada Nicolae G. Caramfil, Nr. 85A, parter, BucureÈ™ti 014142, Romania",Romania,44.483289,26.0919972,ChIJh8orUWYCskARe0CTXIrGz2Y,3,2,https://maps.google.com/?cid=7408358209608695931,+40 799 914 699,27/07/2020 23:30:56,27/07/2020 23:30:56
Sensiblu Oltenitei 388,pharmacy,"health,point_of_interest,store,establishment",Tazz,09:00-20:30,BUC,București,"Șoseaua Olteniței Nr. 388, București 041337, Romania",Romania,44.382527,26.1486659,ChIJw3BiuYj9sUARYVFKB7KPVgo,1,1,https://maps.google.com/?cid=744940783165657441,+40 728 188 234,27/07/2020 23:30:57,27/07/2020 23:30:57
Sensiblu Oltenitei 83,pharmacy,"health,point_of_interest,store,establishment",Tazz,09:00-20:30,BUC,București,"Calea Oltenitei, Nr. 83C, Centrul Comercial Sun Plaza, BucureÈ™ti 041302, Romania",Romania,44.393748,26.1215013,ChIJ5wUEKEP-sUARZ5OZAlYx2aU,2.3,16,https://maps.google.com/?cid=11950637331684889447,+40 720 022 916,27/07/2020 23:30:59,27/07/2020 23:30:59
Sensiblu Pallady 51,pharmacy,"health,point_of_interest,store,establishment",Tazz,09:00-20:30,BUC,București,"Hypermarket Auchan, Bulevardul Bd-ul, Bulevardul Theodor Pallady Nr. 51, BucureÈ™ti 032258, Romania",Romania,44.406071,26.203122,ChIJ3TQJzL79sUARGKWVdegX5Lw,3,6,https://maps.google.com/?cid=13611030260993074456,+40 745 010 742,27/07/2020 23:31:00,27/07/2020 23:31:00
Sensiblu Pierre Coubertin 3-5,pharmacy,"health,point_of_interest,store,establishment",Tazz,09:00-19:30,BUC,București,"Strada Pierre Coubertin, Nr. 43895, BucureÈ™ti 021901, Romania",Romania,44.442056,26.1523587,ChIJiQoAnC75sUAR7h5KdLpCEr8,3.9,8,https://maps.google.com/?cid=13768140379407392494,+40 732 220 872,27/07/2020 23:31:01,27/07/2020 23:31:01
"Sensiblu Radu Beller 6, bl 20B",pharmacy,"health,point_of_interest,store,establishment",Tazz,09:00-21:30,BUC,București,"Strada Radu Beller, Nr. 6, bloc 20 SC.B, BucureÈ™ti 011703, Romania",Romania,44.461381,26.09473,ChIJj3JWcggCskARYUg3i_Bhkaw,4,30,https://maps.google.com/?cid=12434827731902351457,+40 726 301 339,27/07/2020 23:31:03,27/07/2020 23:31:03
Sensiblu Sebastian 88 Vulcan,pharmacy,"health,point_of_interest,store,establishment",Tazz,09:00-20:30,BUC,București,"Centrul Comercial Kaufland, Strada Mihail Sebastian Nr. 88, BucureÈ™ti 050784, Romania",Romania,44.41622,26.070963,ChIJP9brMKT_sUAR6EWYxxepxac,2.9,14,https://maps.google.com/?cid=12089254694343951848,+40 720 022 877,27/07/2020 23:31:04,27/07/2020 23:31:04
Sensiblu Taberei 18,pharmacy,"health,point_of_interest,store,establishment",Tazz,09:00-21:30,BUC,București,"Drumul Taberei Nr. 18, București 061354, Romania",Romania,44.425264,26.051073,ChIJxa5Rv9MBskARD43tSY8x3R4,3.4,26,https://maps.google.com/?cid=2223988282481282319,+40 726 301 277,27/07/2020 23:31:06,27/07/2020 23:31:06
"Sensiblu Taberei 82, Bl C16",pharmacy,"health,point_of_interest,store,establishment",Tazz,09:00-20:30,BUC,București,"Drumul Taberei Nr. 82, BucureÈ™ti 061403, Romania",Romania,44.4221191,26.0210596,ChIJ0YXL2EgAskARNbh3Pve74KQ,2.6,10,https://maps.google.com/?cid=11880702487582718005,+40 726 301 276,27/07/2020 23:31:08,27/07/2020 23:31:08
Sensiblu Timisoara 26,pharmacy,"health,point_of_interest,store,establishment",Tazz,10:00-20:30,BUC,București,"Bld Timișoara 26, București 061344, Romania",Romania,44.4281804,26.0347519,ChIJoTzdjcoBskARmRooGm75TO8,3.8,21,https://maps.google.com/?cid=17243431324575341209,+40 726 301 384,27/07/2020 23:31:09,27/07/2020 23:31:09
